__sheet__,#,סטטוס מכונה,סטטוס אישור,ממתין ל,נתיב,כותרת,סוג,קובץ תוכן,מקור חומר (אייל),WP קשור,תאריך עבודה אחרון,ראיות QA,הערות סוכן,הערות נימרוד,הערות אייל,תאריך אישור
סבב-1-ליבה,R1-11,הוגש לבדיקה,אושר ע״י אייל,—,/repair/,תיקון וחידוש דיג'רידו,עמוד,repair-defaults.php,תיקון כלי דיג'רידו,"WP-EI-01, WP-EI-02 (ON_HOLD)",,,גל 2 18.8.26 · הוגש אחרי Composer א׳ PASS. VERDICT-R1-11-REPAIR. REP-01/02 לאייל.,,,2026-08-31
סבב-1-ליבה,R1-12,בעבודה,חזר לתיקונים,אייל,/didgeridoos/,כלי דיג'רידו למכירה,עמוד,didgeridoos-defaults.php,כלים למכירה,"WP-EI-01, WP-EI-02 (ON_HOLD)",,,גל 2 18.8.26 · הוגש אחרי Composer א׳ PASS. DG-01=להדביק גם כאן. DG-02/03 לאייל.,,עדויות והמלצות. 1- מבחינת התוכן אמורים להופיע 8 המלצות ולא רק 3 כפי שמופיע עכשיו. ראה את כולן במסמך האמ.די. שהגשתי לך 2- מעבר לזה צריך לתקן את הקרוסלה עצמה. כרגע היא זזה מימין לשמאל בצורה אוטומטית ולא ניתן לעצור אותה או להזיז ימינה. מה שאני רוצה זו קרוסלה דומה אבל שיהיו לה שני חצים בצדדים. חץ שמאלה שמאפשר תזוזה שמאלה וחץ ימינה שמאפשר תזוזה ימינה. 3- מעבר לכך אשמח אם בכל המלצה תופיע תמונת פרופיל קטנה של כל ממליץ. אם אין לך כרגע תמונה שים סתם תמונה אייקונית ואחכ אערוך ואשים את התמונה הנכונה. כשיש להמלצה פנים זה הרבה יותר סמכותי ומשכנע. את סעיף 3 צריך להחיל לגבי כל ההמלצות באתר. איפה שיש המלצה צריכה להופיע תמונה של הממליץ בקטן. 4- שים לב שמתחת לקרוסלה צריך להופיע לחצן המפנה לדף כל ההמלצות. חשוב שהכפתור יהיה באותו בלוק של הקרוסלה ולא בבלוק נפרד.,2026-08-31
סבב-1-ליבה,R1-13,הוגש לבדיקה,אושר ע״י אייל,—,/bags/,תיקים לדיג'רידו,עמוד,bags-defaults.php,תיקים לדיג'רידו,"WP-EI-01, WP-EI-02 (ON_HOLD)",,,גל 2 18.8.26 · הוגש אחרי Composer א׳ PASS. BAG-03/04/05 לאייל. BAG-06 הוסר GI.,,,2026-08-31
סבב-1-ליבה,R1-14,הוגש לבדיקה,—,אייל,/stands-storage/,סטנדים לאחסון דיג'רידו,עמוד,stands-storage-defaults.php,סטנדים לדיג'רידו לאחסון,"WP-EI-01, WP-EI-02 (ON_HOLD)",,,נימרוד 22.8: מאשר שהתשובות באקסל (מזהי FLR) שייכות ל-/stands-storage/. גל 6 יושם. סטנד רצפתי נשאר בלי שינוי (אקסל ריק).,,,
סבב-1-ליבה,R1-15,הוגש לבדיקה,אושר ע״י אייל,—,/stand-floor/,סטנד רצפתי לנגינה בישיבה נמוכה,עמוד,stand-floor-defaults.php,סטנד רצפתי לנגינה בישיבה נמוכה,"WP-EI-01, WP-EI-02 (ON_HOLD)",,,גל 2 18.8.26 · הוגש אחרי Composer א׳ PASS. FLR-01/02 לאייל.,,,2026-08-31
סבב-1-ליבה,R1-16,הוגש לבדיקה,אושר ע״י אייל,—,/books/,ספרים,עמוד,muzza-defaults.php,מוזה הוצאה לאור - ספרים,"WP-EI-01, WP-EI-02 (ON_HOLD)",,VERDICT PASS חוזה + E2E/אקסל (composer-2.5 ≠ בנאי Grok). artifacts: VERDICT-R1-16-BOOKS-2026-08-18.md · VERDICT-R1-16-E2E-2026-08-18.md,הוגש 18.8.26. Composer א׳+ב׳ PASS. ממתין לאייל: BK-04 הירו · BK-05 עטיפות · BK-06 תמונת חבילה.,,,2026-08-31
סבב-1-ליבה,R1-17,הוגש לבדיקה,אושר ע״י אייל,—,/books/kushi-blantis/,כושי בלאנטיס,עמוד,kushi-blantis-defaults.php,כושי בלאנטיס,"WP-EI-01, WP-EI-02 (ON_HOLD)",,VERDICT PASS KUSHI composer-2.5 ≠ בנאי Grok. artifact: _COMMUNICATION/team_90/VERDICT-R1-17-KUSHI-2026-08-18.md,PASS א׳ Composer. ממתין לאייל: KSH-01 הירו · KSH-02 גלריה · KSH-03 עיתונות · KSH-04 עוד רגעים · KSH-05 /about/ 404.,,,2026-08-31
סבב-1-ליבה,R1-18,הוגש לבדיקה,אושר ע״י אייל,—,/books/tsva-bekahol/,צבע בכחול וזרוק לים,עמוד,tsva-bekahol-defaults.php,צבע בכחול וזרוק לים,"WP-EI-01, WP-EI-02 (ON_HOLD)",,VERDICT PASS TSVA composer-2.5 ≠ בנאי Grok. artifact: _COMMUNICATION/team_90/VERDICT-R1-18-TSVA-2026-08-18.md,נימרוד 22.8: מנדלה tzvabekahol נשאר (HTTP 200). URL השני 404. TSV-07 בוצע. כתבות TSV-03 עדיין הוקפא לשלב הבא.,,,2026-08-31
סבב-1-ליבה,R1-19,בעבודה,חזר לתיקונים,סוכן בנייה,/books/vekatavta/,וכתבת,עמוד,vekatavta-defaults.php,וכתבת,"WP-EI-01, WP-EI-02 (ON_HOLD)",,VERDICT PASS VEKATAVTA composer-2.5 ≠ בנאי Grok. artifact: _COMMUNICATION/team_90/VERDICT-R1-19-VEKATAVTA-2026-08-18.md,PASS א׳ Composer. ממתין לאייל: VKT-01 כריכה · VKT-02 גלריה.,,בבלוק של הגלריה חסרות כל התמונות. את התמונות תמצא בדף האתר המקורי כאן: https://www.eyalamit.co.il/shop/books/%d7%95%d7%9b%d7%aa%d7%91%d7%aa/,2026-08-31
סבב-1-ליבה,R1-20,הוקפא,—,נימרוד,/blog/,בלוג,עמוד,tpl-blog-archive.php (תבנית),,,,,"הוקפא 18.8.26: אין חבילת אייל לארכיון /blog/, אין blog-defaults.php, 54 פוסטים=סבב 2. אין להמציא נתיב כתיבה.",,,
סבב-1-ליבה,R1-21,בעבודה,חזר לתיקונים,סוכן בנייה,/eyal-amit/,אייל עמית,עמוד,about-defaults.php,אודות - אייל עמית,S002-P001-WP001 (ON_HOLD),,VERDICT PASS חוזה + E2E/אקסל (composer-2.5 ≠ בנאי Grok). artifacts: VERDICT-R1-21-ABOUT-2026-08-18.md · VERDICT-R1-21-E2E-2026-08-18.md,הוגש 18.8.26. שתי גרסאות באותו עמוד. Composer א׳+ב׳ PASS. ממתין לאייל: ABT-08 בחירת גרסה · ABT-02 תמונות · ABT-05 ויקיפדיה.,,"כשלוחצים על ""אייל עמית"" בסרגל הראשי צריך להפנות את הגולש לדף של אייל עמית. כרגע לא מפנה לשום מקום.

הירו - מתחת לH1 חסר הטקסט הבא של H2:
מייסד שיטת [cbDIDG](/method), מורה לדיג'רידו, מטפל בנשימה באמצעות דיג'רידו ובונה כלי דיג'רידו בעבודת יד.",2026-08-31
סבב-1-ליבה,R1-22,הוגש לבדיקה,חזר לתיקונים,אייל,/eyal-amit/mokesh-dahiman/,מוקש דהימן — לזכרו,עמוד,mokesh-defaults.php,מוקש - דף הנחצחה לזרכו ופועלו,WP-EI-04 (ON_HOLD),,נמדד חי 8.9 אחרי פריסה (507/507 קבצים + Done): iframe youtube-nocookie עם title «MUKESH: The Art of Shanti Living» · כיתוב שלוש שורות עם dir=ltr · תמונת הדיוקן נפתרת ל-URL מוחלט · ציר הזמן אחרי הגלריה · וידאו רקע ההירו נשמר,"M-04 (team_110). שני חלקים ייעודיים חדשים: mokesh-video, mokesh-portrait — split.php בלי figcaption ונטען ב-6 עמודים. ממתין לאייל: MK-08 (כפילות הסרט) · MK-09 (איזו תמונה).",,"את הוידאו של הסרט (embed מיוטיוב) הייתי שם די בהתחלה לצד טקסט הפתיחה: https://www.youtube.com/watch?v=kf4NKSdYi9E

בדף עצמו, מתחת לתמונה של מוקש צריך להוסיף את התיאור הבא:
Mukesh Dihman 
Didgeridoo Master
Jungle Vibes - Rishikesh India


בלוק ""תחנות בדרכו של מוקש"" צריך לשים ממש בתחתית הדף מתחת לגלריית תמונות",2026-08-31
סבב-1-ליבה,R1-23,בעבודה,חזר לתיקונים,סוכן בנייה,/contact/,צור קשר,עמוד,contact-defaults.php,,,,"נמדד חי 12.9 ע״י team_10 (ולידציה, מנוע שאינו הבנאי): הטופס החי הוא CF7 יחיד ובו input type=text name=your-subject placeholder=«נושא הפנייה». M-02 תיקן את טופס ה-fallback ב-contact.php, אבל contact.php:25 מרנדר אותו רק אם ea_wave2_render_contact_form() נכשל — ומאז חובר form_id של CF7, ולכן ה-fallback לא מרונדר. גם 2 כפתורי וואטסאפ אומתו חיים.",חזר ל«בעבודה» 12.9. הכשל אינו ב-M-02 אלא בשכבה: שדה ה-CF7 מוגדר מחוץ לתמה. הטופס לאייל מצהיר במפורש שהעמוד לא תוקן.,,"שים לב שיש בדף שני כפתורים המובילים לוואצאפ. צריך למחוק כפתור אחד.

בטופס עצמו - תמחק את השדה ""נושא הפניי"". זה מיותר.",2026-08-31
סבב-1-ליבה,R1-24,הוקפא,—,נימרוד,/en/,English,עמוד,en-defaults.php,,WP-EI-06 (ON_HOLD),,,הוקפא 18.8.26: אין מקור אייל לאנגלית. WP-EI-06 נשאר ON_HOLD. לא הומצא תרגום.,,,
סבב-1-ליבה,R1-25,הוגש לבדיקה,חזר לתיקונים,אייל,/faq/,שאלות נפוצות (FAQ),עמוד,faq-defaults.php,דף FAQ,,,נמדד חי 8.9 ב-1440x900 אחרי פריסה (507/507 + Done): הנכסים מוגשים ב-ver=1.5.23 · --ea-faq-scroll-offset=285px נקבע במסלול הטעינה בלי התערבות · scroll-margin-top=285px מול 273.5px נדרש (ניווט 72 + תפריט 201.5) · הפס הדביק ב-72px במקום 64px,M-05 (team_110). היסט מחושב ב-JS עם 12rem כ-fallback — הוספת נושא מגדילה אותו מעצמה. הטוקן הגלובלי --ea-nav-height (7 צרכנים) לא נגע. ממתין לאייל: FAQ-07 קישור הכשרות.,,"כשלוחצים על אחת מלשוניות הנושאים בראש הדף האתר מפנה את הגולש לנושא המדובר אבל הכותרת מוסתרת. במילים אחרות, העמוד יורד קצת יותר מדי למטה ומסתיר את כותרת הנושא.",2026-08-31
סבב-1-ליבה,R1-26,בעבודה,חזר לתיקונים,אייל,/testimonials/,המלצות — קטלוג מרכזי (ומדיה),עמוד,media-defaults.php,"ריכוז כל ההמלצות - טיפול בדיג'רידו, שיעורי נגינה, סאונדהילינג,",WP-EI-07 (ON_HOLD),2026-08-23,VERDICT PASS חוצה-מנועים — team_90 (Composer/cursor) ≠ בנאי (Claude). 3 ליינים: תוכן 48 ב-17/9/22 · 301 בקפיצה אחת + CTA · רגרסיה 13/8/9/15. אפס קישורים שנותרו ל-/media/. artifact: _COMMUNICATION/team_90/VERDICT-R1-26-TESTIMONIALS-2026-08-17.md,נימרוד 23.8: כרטיס בלי גוף לא מוצג. שם המותג הישן «סטודיו נשימה מעגלית» מוחלף בתצוגה ל«המרכז לטיפול בנשימה באמצעות דיג׳רידו» (ea_nap) והכרטיס של דרור מצליח מוצג. הקורפוס JSON לא נגע.,,"בכל המלצה אני רוצה שתופיע גם תמונה קטנה של הממליץ/ה. אני אספק את כל התמונות בהמשך.

הטקסט ששמת בכל משבצת המלצה זה השורה הראשונה של מה ששלחתי בקובץ. אין לזה שום משמעות בהקשר של המלצה. אני אצרף לך שוב את הקובץ WORD בשם ""ממליצים מהפייסבוק"" עם התוכן של כל הממליצים. הכל מסודר שם לפי נושאים: שיעורים, טיפול, סאונדהילינג. אני מבקש ממך לקרוא טוב טוב את כל ההמלצות ולהפיק מכל אחת את הפיסקה המנצחת שמעצימה אותי, שמרימה לי, שתורמת לי ותורמת לגולש להבין למה הוא רוצה להתקשר אלי ולבוא אלי. הפיסקה יכולה להיות עד 50 מילים.",2026-08-31
סבב-1-ליבה,R1-27,הוקפא,—,נימרוד,/galleries/,גלריות — קטלוג מרכזי,עמוד,galleries-defaults.php,,,,,"הוקפא 18.8.26: אין תיקיית חומר לגלריות, החי PLACEHOLDER, zip מדיה אינו md. לא ממציאים עותק hub.",,,
סבב-1-ליבה,R1-28,הוגש לבדיקה,חזר לתיקונים,סוכן בנייה,/snoring-sleep-apnea/,"דיג׳רידו, נחירות ודום נשימה בשינה",עמוד,snoring-sleep-apnea-defaults.php,נחירות ודום נשימה,WP-EI-03 (ON_HOLD),,"נמדד חי 8.9 ב-1440x900 אחרי פריסה (507/507 + Done, כל הנכסים ver=1.5.24): שתי התמונות ברוחב 820px = x2.29 מ-357.3 · דלתא יחס 0 בשתיהן — מכבי 1.657=1294/781, יוני 0.531=1080/2032 · יוני בגובה 1542.8px, המסמך במלואו · 9 סקשני gallery אחרים זהים בבייט",M-06 (team_110). ארגומנט doc בהצטרפות מפורשת; .gallery ו-.gfig לא נגעו. הקבצים כבר היו באתר ברזולוציה מלאה ולכן זה CSS ולא מדיה.,,"קובץ JPG בשם ""מכבי - המלצה על דיג'רידו כטיפול בנחירות"" מחכה לך בתקייה. כרגע התמונה מופיעה בדף אבל מאוד קטנה ואי אפשר לקרוא מה כתוב שם. צריך להגדיל את התמונה פי 2 לפחות

קובץ בשם ""יוני - התכתבות וואצאפ""  - כנ""ל. התמונה מאוד קטנה ולא ניתן לקרוא את כולה.. היא חתוכה.

תוכן העניינים בראש הדף מעולה, אבל אולי כדאי שהתפריט הזה יהיה תפריט צף בצד האתר ככה שתמיד הגולש יכול לשוב אליו ולנווט לבלוק אחר בדף.",2026-08-31
סבב-1-ליבה,R1-29,הוקפא,—,נימרוד,(תפריט) קורסים,קורסים — סקולר / חיצוני,קישור חיצוני,פריט תפריט בלבד,,,,,"הוקפא 18.8.26 WAIT-WAVE: אין תיקיית קורסים ב-content 13.8.26, התפריט מצביע ל-#, לא ממציאים יעד. R2-007 /learning/courses-external/ נשאר סבב 2.",,,
סבב-2,R2-001,הוגש לבדיקה,—,אייל,/about/,אודות אייל עמית,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-002,הוגש לבדיקה,—,נימרוד,/about/moksha/,מוקש דהימן — על השם,עמוד,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-003,בעבודה,—,סוכן בנייה,/accessibility/,הצהרת נגישות,עמוד,,,,,,HOLD-W4 · נוסח ראשוני אושר · אין הדבקה · נדרש דוח מחקר HTML מלא לפני אייל · מקור 2026-08-25T21-22-16Z,,,
סבב-2,R2-004,הוגש לבדיקה,—,נימרוד,/courses-soon/,קורסים — בקרוב,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-005,הוגש לבדיקה,—,נימרוד,/hashita/,השיטה,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-006,הוגש לבדיקה,—,אייל,/historical-articles/,כתבות היסטוריות,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-007,הוגש לבדיקה,—,אייל,/learning/courses-external/,קורסים (סקולר / חיצוני),עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-008,הוגש לבדיקה,—,נימרוד,/muzeh/,מוזה הוצאה לאור,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-009,הוגש לבדיקה,—,נימרוד,/muzeh/kushi-blantis/,כושי בלאנטיס,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-010,הוגש לבדיקה,—,נימרוד,/muzeh/tsva-bechol-ve-zorek-layam/,צבע בכחול וזרוק לים,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-011,הוגש לבדיקה,—,נימרוד,/muzeh/vekatavt/,וכתבת,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-012,הוגש לבדיקה,—,נימרוד,/muzza/,מוזה הוצאה לאור,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
