file	site_alt	site_src	note	raw_caption	raw_altText	status	assigned
assets/images/chapters/home-peek/peek-12.jpeg	דמות בתחפושת ספיידרמן נוגעת בשורת דיג'רידואים זקופים ליד הקיר	alt		מורה לדיג'רידו שיעורי נגינה בדיג'רידו אייל עמית מורה לנגינה בדיג'רידו סטודיו נשימה מעגלית פרדס חנה	מורה לדיג'רידו שיעורי נגינה בדיג'רידו אייל עמית מורה לנגינה בדיג'רידו סטודיו נשימה מעגלית פרדס חנה	no	טיפול בדיג'רידו
assets/images/chapters/home-peek/peek-13.jpeg	גבר מזוקן מנגן בדיג'רידו בהיר בחצר, קערת אבטיח חתוך בקדמת התמונה	alt				no	
assets/images/chapters/home-peek/peek-14.jpeg	אישה וגבר מנגנים בדיג'רידו זה לצד זה על רצפת עץ, מול קיר דיג'רידואים	alt		המרכז לטיפול בדיג'רידו  - סטודיו נשימה מעגלית פרדס חנה אייל עמית - המרכז לטיפול ב דידג'רידו		no	
assets/images/chapters/home-peek/peek-15.jpg	אישה וגבר מנגנים בדיג'רידו זה לצד זה על רצפת עץ, מול קיר דיג'רידואים	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/home-peek/peek-16.jpeg	גבר מזוקן מנגן בדיג'רידו בתקריב, מול שטיח קיר בעיצוב צ'אקרות	alt	לשים בהירו	mukesh dhiman מוקש דהימן רישיקש ו- אייל עמית	mukesh dhiman מוקש דהימן רישיקש ו- אייל עמית	need	מוקש דהימן — לזכרו
assets/images/chapters/home-peek/peek-17.jpg	חזית מבנה סטודיו מעוטרת פסיפס צבעוני סביב חלון ודלת פתוחה	alt					
assets/images/chapters/home-peek/peek-18.jpg	קשיש בכובע סרוג ונוצת טווס מנגן בקרן עץ גדולה, תקריב פנים	alt					
assets/images/chapters/home-peek/peek-19.jpg	גבר מחבק קשיש בעל דרדלוקס אפורים בתוך מבנה טיט כפרי, שניהם מחייכים	alt	גלריה כללית בתחתית העמוד			no	מוקש דהימן — לזכרו
assets/images/chapters/home-peek/peek-21.jpeg	קשיש מנגן בקרן עץ ארוכה, בקדמת התמונה עיגול חול עם עלי כותרת ומקל קטורת	alt	אני ומוקש			need	אודות אייל
assets/images/chapters/home-peek/peek-22.jpg	צילום מסך של פלייליסט ספוטיפיי בשם Mukesh - The Art of Shanti Living מאת אייל עמית	alt		סדנת בנייה עצמית דיג'רידו אייל עמית סטודיו נשימה מעגלית פרדס חנה	סדנת בנייה עצמית דיג'רידו אייל עמית סטודיו נשימה מעגלית פרדס חנה	no	תיקון וחידוש כלים
assets/images/chapters/home-peek/peek-23.jpg	סלפי של גבר, ברקע קשיש מנגן בקרן עץ בישיבה על הקרקע	alt	גלריה כללית בתחתית העמוד			no	תיקון וחידוש כלים
assets/images/chapters/home-peek/peek-25.jpg	עשרות פרוסות עץ עגולות עם חור במרכז, פזורות על שולחן עבודה עם נסורת	alt				no	טיפול בדיג'רידו
assets/images/chapters/home-peek/peek-28.jpg	גבר מנגן בדיג'רידו שחור בחדר עם מתלי קיר עמוסי דיג'רידואים רבים	alt				no	אודות אייל
assets/images/chapters/home-peek/peek-29.jpg	שני גברים שוכבים על הגב על מזרנים, אחד מנגן בדיג'רידו ארוך המונח על שניהם	alt	זה הדיג' שנגנב. צילום אחרון שלו בבית המלאכה אצל מוקש 2003. אחרי האירוע כל מסלול חיי הוסת והתחלתי לעסוק בדיג'רידו	אייל עמית מורה לנגינה בדיג'רידו סטודיו נשימה מעגלית פרדס חנה		need	אודות אייל
assets/images/chapters/home-peek/peek-30.jpeg	מעגל אבנים וצדפים עם נר שמן דולק במרכז	alt	גלריה כללית בתחתית העמוד			no	מוקש דהימן — לזכרו
assets/images/chapters/kushi/kush-04.jpg	כריכת הספר: רכב מכונף בתוך פרח לוטוס על רקע תכלת	alt	לשלב באחד הבלוקים - תמונת הכריכה			need	כושי בלאנטיס
assets/images/chapters/kushi/kush-05.jpg	כריכת הספר: רכב מכונף בתוך פרח לוטוס על רקע תכלת	alt	לשים בהירו			need	כושי בלאנטיס
assets/images/chapters/kushi/kush-07.jpg	כריכת הספר: רכב מכונף בתוך פרח לוטוס על רקע תכלת	alt				no	
assets/images/chapters/kushi/kush-12.jpg	הספר מונח על לוח המחוונים, דרך מושלגת מבעד לשמשה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/kushi/kush-13.jpg	הספר מונח על חוף אבנים, ים וצוקים לבנים ברקע	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-14.jpg	גמל שוכב עם שמיכה צבעונית ואוכף מעוטר, הספר מונח עליו	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/kushi/kush-15.jpg	פרה מציצה מעל ספר פתוח, פרות נוספות ברקע	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-16.jpg	גבר כורע בסככת פרות ומחזיק ספר פתוח	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-17.jpg	פרות בסככה מעל ספר פתוח ברקע הקדמי	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-18.jpg	גבר עם משקפי שמש מחזיק את הספר מול מפרץ טורקיז וצוקים	alt	להוסיף לגלריה הכללית בתחתית הדף			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-19.jpg	גבר יושב על סלע ליד נהר בין הרים בדמדומים, מחזיק את הספר ודף נוסף	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-20.jpg	גבר מדביק מדבקה על רכב מאזדה בלילה	alt	להוסיף לגלריה הכללית בתחתית הדף			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-21.jpg	גבר מחזיק את הספר על חוף חול לבן מול צוקים וסירה במים	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/kushi/kush-22.jpg	גבר עם כאפייה קורא ספר פתוח ליד הים	alt	להוסיף לגלריה הכללית בתחתית הדף			need	כושי בלאנטיס
assets/images/chapters/kushi/kush-24.jpg	שתי נשים שוכבות על כריות בחוף מדברי, קוראות ספרים	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/kushi/kush-25.jpg	אישה קוראת את הספר בתוך סירה ירוקה על החוף, אדם נוסף שוכב לצידה	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-26.jpg	אישה עם שיער מתולתל קוראת את הספר הפתוח	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/logo-didgs-door.jpg	מוזה הוצאה לאור — ספריו של אייל עמית	media_alt				no	סטנד רצפתי לנגינה
assets/images/chapters/mokesh-eyal.jpg	אייל עמית עם המאסטר מוקש דהימן ברישיקש, הודו	alt		mukesh dhiman and eyal amit		need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-01.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-02.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-03.jpg	מוקש דהימן	alt	אני , גיא אח שלי ומוקש			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-04.jpg	מוקש דהימן	alt	בחצר אצל מוקש			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-05.jpg	מוקש דהימן	alt				no	
assets/images/chapters/mokesh-gallery/mokesh-06.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-07.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-08.jpg	מוקש דהימן	alt	זה השלד של הסטודיו החדש בקוטלי. ככה עמד 6 שנים עד שאני הגעתי			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-09.jpg	מוקש דהימן	alt	הביקתה בקוטלי			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-10.jpg	מוקש דהימן	alt	מוקש משקיף על הגנגס סמוך לקוטלי			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-11.jpg	מוקש דהימן	alt	תמונה של מוקש עם ענת אשתי והילדים מ 2018			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-12.jpg	מוקש דהימן	alt				no	
assets/images/chapters/mokesh-gallery/mokesh-13.jpg	מוקש דהימן	alt	זו ג'מה הספרדייה, תלמידה ותיקה של מוקש			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-14.jpg	מוקש דהימן	alt	אניטה אשתו של מוקש			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-15.jpg	מוקש דהימן	alt	הבנים של מוקש ואני			need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-16.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-17.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/mokesh-gallery/mokesh-18.jpg	מוקש דהימן	alt				need	מוקש דהימן — לזכרו
assets/images/chapters/snoring/maccabi.jpg	מתוך אתר מכבי: דיג'רידו תחת "טיפולים משלימים" לדום נשימה חסימתי בשינה	alt				need	דיג׳רידו, נחירות ודום נשימה בשינה
assets/images/chapters/snoring/yoni-whatsapp.jpg	התכתבות עם מטופל על תוצאות בדיקת שינה לאחר תהליך דיג'רידו — פרט מזהה מטושטש	hash-map				need	דיג׳רידו, נחירות ודום נשימה בשינה
assets/images/chapters/stands-storage/stand-01.jpg	סטנד לאחסון דיג'רידו	alt	סטנד רצפתי			need	סטנדים לאחסון דיג'רידו
assets/images/chapters/stands-storage/stand-02.jpg	סטנד לאחסון דיג'רידו	alt	זה סטנד רצפתי			need	סטנדים לאחסון דיג'רידו
assets/images/chapters/stands-storage/stand-03.jpg	סטנד לאחסון דיג'רידו	alt	סטנד רצפתי			need	סטנד רצפתי לנגינה
assets/images/chapters/stands-storage/stand-04.jpg	סטנד לאחסון דיג'רידו	alt	סטנד רצפתי			need	סטנד רצפתי לנגינה
assets/images/chapters/stands-storage/stand-05.jpg	סטנד לאחסון דיג'רידו	alt	סטנד לתלייה על הקיר			need	סטנדים לאחסון דיג'רידו
assets/images/chapters/home-peek/peek-26.jpg	גבר מנגן בדיג'רידו שחור בחדר עם מתלי קיר עמוסי דיג'רידואים רבים	alt				no	
assets/images/chapters/studio-didgs.jpg	בניין הפסיפס	alt	גלריה כללית בתחתית העמוד	המרכז לטיפול בדיג'רידו  - סטודיו נשימה מעגלית פרדס חנה אייל עמית - המרכז לטיפול ב דידג'רידו		no	כלי דיג'רידו למכירה
assets/images/chapters/studio-interior.jpg	פנים הסטודיו בפרדס חנה	media_alt		סטודיו נשימה מעגלית פרדס חנה אייל עמית – המרכז לטיפול ב דידג'רידו	סטודיו נשימה מעגלית פרדס חנה אייל עמית - המרכז לטיפול ב דידג'רידו	no	
assets/images/chapters/studio-mosaic.jpg	פנים הסטודיו בפרדס חנה	alt	לשלב בבלוק שבו מדברים על הקמת הסטודיו			need	אודות אייל
assets/images/chapters/tsva/tsva-04.jpg	כריכת הספר עם איור כלב מנוקד משתין	alt	צריך לשלב לצד הטקסט אודות הספר. זו הכריכה הקדמית.			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-05.jpg	כריכת הספר עם איור כלב מנוקד משתין	alt	לשים בהירו			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-07.jpg	כריכת הספר עם איור כלב מנוקד משתין	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-08.jpg	כריכת הספר עם איור כלב מנוקד משתין	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-09.jpg	גב הספר עם טקסט תקציר וברקוד	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-10.jpg	אישה קוראת את הספר בבית קפה, מבנים והרים ברקע	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-11.jpg	גבר שוכב על חוף ים וקורא את הספר, גלגל מתנפח לצידו	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-12.jpg	אייל עמית קורא את הספר, ילד נשען עליו בספה	alt	להוסיף לגלריה הכללית בתחתית הדף				צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-13.jpg	גבר יחף יושב על הקרקע וקורא את הספר, אופניים ברקע	alt	שנת 2003 - מוקש אוחז בספר הראשון שלי שראה אור ב 2001			need	מוקש דהימן — לזכרו
assets/images/chapters/tsva/tsva-14.jpg	גבר מצייר קעקוע חינה על כף רגל	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-15.jpg	אישה שרועה על מיטה עם הספר בחיקה, קעקוע חינה על השוק	alt				no	
assets/images/chapters/tsva/tsva-16.jpg	גבר יושב ליד מדורה בצריף, קורא את הספר ומחייך	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-17.jpg	גבר יושב על גזע דקל מעל חוף ים, קורא את הספר	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-18.jpg	גביש קוורץ מונח על הספר בגינה	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-19.jpg	שלט עץ למתחם פאצ'ה מאמה בין דקלים, לצידו שלט הספר	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-20.jpg	אישה עומדת על דשא ליד אגם, מחזיקה את הספר פתוח	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-21.jpg	גבר אוחז מצלמה וספר ברחוב, מגדל מעוטר דגלי תפילה ברקע	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-22.jpg	גבר מצביע אגודל ומחזיק את הספר, מפל מים ברקע	alt				no	
assets/images/chapters/tsva/tsva-23.jpg	גבר קורא את הספר על כיסא ברחוב אבן בכפר עתיק	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-24.jpg	אישה יושבת מול כוננית ספרים עמוסה, מחזיקה את הספר	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-25.jpg	אייל עמית מחייך בכורסה מול כוננית ספרים, מחזיק ספר פתוח	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-26.jpg	גבר עם משקפי שמש קורא את הספר על מרפסת אבן, נוף הרים ברקע	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-28.jpg	מטייל עם תיק גב מתבונן בסלע טבעי מוזר, מדבר והרים ברקע	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-29.jpg	אישה יושבת על קורת עץ וקוראת ספר, תיק גב לצידה	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-30.jpg	שתי נשים ליד מבנה טיח לבן מעוטר בדגלי תפילה, אחת מחזיקה ספר כחול	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-31.jpg	גבר צעיר מחזיק ספר כחול לצד אישה מבוגרת, ציורי ילדים על הקיר	alt				no	
assets/images/chapters/tsva/tsva-33.jpg	אופנוע עמוס תיקי נסיעה בצד דרך מוצלת, טרקטור אדום ברקע, סימון בעט אדום על התמונה	alt				no	
assets/images/chapters/tsva/tsva-34.jpg	תקריב על חלק אחורי של אופנוע, לוחית רישוי, פעמונים ומדבקת כלב מצויר	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-35.jpg	אייל עמית מלמד נגינה בדיג'רידו	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-36.jpg	תקריב על הגה עץ של ספינה, מדבקות צבעוניות של הספר וחברת שיט לצדו	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-37.jpg	אישה שוכבת על כיסא חוף וקוראת ספר כחול, ים ברקע	alt	גלריה כללית בתחתית העמוד	OLYMPUS DIGITAL CAMERA		no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-38.jpg	הספר הכחול ניצב על שולחן בחנות בדים, גבר צעיר מחייך ברקע	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-27.jpg	גבר עומד בין שני סוסים בכפר הררי, מחזיק את הספר מול המצלמה	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-41.jpg	אישה צעירה עם אופניים מחזיקה את הספר הכחול, עצי פריחה ושלטים ביפנית ברקע	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-42.jpg	גבר בגלימה מסורתית מחזיק את הספר הכחול ליד שלט הפארק הלאומי ג'יגמה דורג'י, פרה שחורה מאחור	alt				no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-44.jpg	גבר עם משקפי שמש יושב על מדרגות אבן ומחזיק את הספר הכחול, מבנה עם עמודים אדומים מאחור	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-45.jpg	תינוק שוכב עם מוצץ לצד בובת מיני מאוס, ספרים וכרטיסי ברכה ברקע	alt				no	
assets/images/chapters/tsva/tsva-46.jpg	תינוק שוכב עם מוצץ לצד בובת מיני מאוס, ספרים וכרטיסי ברכה ברקע	alt	גלריה כללית בתחתית העמוד			no	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-47.jpg	גבר עם משקפי שמש עומד ליד הגה עץ של ספינה, מצופי הצלה כתומים מעליו	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/tsva/tsva-48.jpg	גבר עם משקפי שמש עומד ליד הגה עץ של ספינה, מצופי הצלה כתומים מעליו	alt				no	
assets/images/chapters/tsva/tsva-49.jpg	פסל ישו הגואל על רקע שמיים כחולים, אישה מחזיקה דף עם תמונת כריכת הספר	alt	להוסיף לגלריה הכללית בתחתית הדף			need	צבע בכחול וזרוק לים
assets/images/chapters/vekatavta/veka-04.jpg	הדמיית כריכת הספר וכתבת על רקע רכב	alt	זו כריכת הספר. לשלב לצד הטקסט בדף			need	וכתבת
assets/images/chapters/vekatavta/veka-05.jpg	הדמיית כריכת הספר וכתבת על רקע רכב	alt				no	
assets/images/chapters/vekatavta/veka-09.jpg	פריסת כריכת הספר וכתבת עם רשימת סיפורים בגב הספר	alt				no	
assets/images/chapters/vekatavta/veka-10.jpg	כתבת עיתון על אייל עמית עם תמונתו בתנוחת הופעה	alt				no	
assets/images/chapters/vekatavta/veka-100.jpg	כתבת עיתון עם תמונת השחקן שי אביבי בישיבה בחוץ	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-101.jpg	פינת נגינה ביתית עם דיג'רידו ופסנתר חשמלי	alt	לשים בהירו			need	וכתבת
assets/images/chapters/vekatavta/veka-11.jpg	דלפק צ'ק-אין בשדה תעופה עם דרכונים, כרטיסי טיסה והדמיית כריכת הספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-12.jpg	גבר יושב מול מתלה דיג'רידואים עם מחשב נייד ועליו מדבקת וכתבת	alt	להוסיף לגלריה הכללית בתחתית הדף			no	וכתבת
assets/images/chapters/vekatavta/veka-13.jpg	קובץ הדפסה של כריכת הספר וכתבת עם גב וכריכה אחורית	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-14.jpg	תמרור עצור עם סמל כף יד ומדבקת ונשמת	alt				need	
assets/images/chapters/vekatavta/veka-15.jpg	גבר עם שיער מקורזל יושב בחוץ עם מחשב נייד ועליו מדבקת וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-16.jpg	שני גברים מחייכים בשוק, מחזיקים מדבקות ונשמת וכתבת	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-17.jpg	מדבקות בעברית וכרטיס עם תמונת הספר וכתבת על גזע עץ בין צמחים	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-18.jpg	ארבעה אנשים מחייכים בשוק, מחזיקים מדבקות עם כיתוב בעברית	alt				no	
